Survey.event,Plot.location,Treatment.code,PLANT_ID,Tiller.ID,Leaf.ID,Damage,Chew,Scrape,Mechanical,Chlorosis,Col,%Col,#C.Lesions,Rhiz,%Rhiz,#R.Lesions,Rust,%Rust,#P.Lesions ,GLS,%GLS,#G.Lesions ,Epichloe.presence,Survey.Date,Notes,Observer,Recorder
1,B24,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
2,B24,EF_CR,61,1,1,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B24,EF_CR,61,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B24,EF_CR,61,1,3,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B24,EF_CR,61,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B24,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B24,EF_CR,61,1,1,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B24,EF_CR,61,1,2,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B24,EF_CR,61,1,3,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B24,EF_CR,61,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B24,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C5,EF_CR,61,1,1,D,0,0,0,0,1,3,16,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C5,EF_CR,61,1,2,D,0,1,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C5,EF_CR,61,1,3,D,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C5,EF_CR,61,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C5,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
5,C5,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C5,EF_CR,61,1,2,D,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C5,EF_CR,61,1,3,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C5,EF_CR,61,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C5,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
6,C27,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,C27,EF_CR,61,1,2,D,0,0,0,0,1,3,2,0,0,0,1,0.01,1,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,C27,EF_CR,61,1,3,D,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,C27,EF_CR,61,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,C27,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
7,C27,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,C27,EF_CR,61,1,2,D,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,C27,EF_CR,61,1,3,D,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,C27,EF_CR,61,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,C27,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
8,A39,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,A39,EF_CR,61,1,2,D,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,A39,EF_CR,61,1,3,D,0,0,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,A39,EF_CR,61,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,A39,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
9,A39,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,A39,EF_CR,61,1,2,D,0,0,0,0,0,0,0,0,0,0,1,0.15,15,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,A39,EF_CR,61,1,3,D,0,1,0,0,0,0,0,0,0,0,1,0.01,1,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,A39,EF_CR,61,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,A39,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
10,B42,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,B42,EF_CR,61,1,2,D,0,1,0,0,0,0,0,0,0,0,1,0.17,17,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,B42,EF_CR,61,1,3,D,0,1,1,0,0,0,0,0,0,0,1,0.02,2,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,B42,EF_CR,61,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,B42,EF_CR,61,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
11,B42,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,B42,EF_CR,61,1,2,D,0,0,0,0,0,0,0,0,0,0,1,0.12,12,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,B42,EF_CR,61,1,3,D,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,B42,EF_CR,61,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,B42,EF_CR,61,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
12,A30,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,A30,EF_CR,61,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,A30,EF_CR,61,1,3,D,0,0,1,0,0,0,0,0,0,0,1,0.23,23,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,A30,EF_CR,61,1,4,D,0,0,1,0,0,0,0,0,0,0,1,0.08,8,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,A30,EF_CR,61,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A30,EF_CR,61,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A30,EF_CR,61,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A30,EF_CR,61,1,8,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A30,EF_CR,61,1,4,D,0,0,1,0,0,0,0,0,0,0,1,0.14,14,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A30,EF_CR,61,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
1,A22,EI_C,62,1,1,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,A22,EI_C,62,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,A22,EI_C,62,1,3,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,A22,EI_C,62,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,A22,EI_C,62,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
2,A22,EI_C,62,1,1,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,A22,EI_C,62,1,2,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,A22,EI_C,62,1,3,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,A22,EI_C,62,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,A22,EI_C,62,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,A22,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,A22,EI_C,62,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,A22,EI_C,62,1,3,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,A22,EI_C,62,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,A22,EI_C,62,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C20,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C20,EI_C,62,1,2,D,0,1,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C20,EI_C,62,1,3,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C20,EI_C,62,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C20,EI_C,62,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
5,C20,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C20,EI_C,62,1,2,D,1,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C20,EI_C,62,1,3,D,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C20,EI_C,62,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C20,EI_C,62,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
6,B33,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B33,EI_C,62,1,2,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B33,EI_C,62,1,3,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B33,EI_C,62,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B33,EI_C,62,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
7,B33,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B33,EI_C,62,1,2,D,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B33,EI_C,62,1,3,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B33,EI_C,62,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B33,EI_C,62,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
8,C12,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C12,EI_C,62,1,2,D,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C12,EI_C,62,1,3,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C12,EI_C,62,1,4,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C12,EI_C,62,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
9,C12,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,C12,EI_C,62,1,2,D,0,0,1,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,C12,EI_C,62,1,3,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,C12,EI_C,62,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,C12,EI_C,62,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
10,B6,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,B6,EI_C,62,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,B6,EI_C,62,1,3,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,B6,EI_C,62,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,B6,EI_C,62,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
11,B6,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,B6,EI_C,62,1,2,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,B6,EI_C,62,1,3,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,B6,EI_C,62,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,B6,EI_C,62,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
12,C15,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,C15,EI_C,62,1,2,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,C15,EI_C,62,1,3,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,C15,EI_C,62,1,4,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,C25,EI_C,62,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C15,EI_C,62,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C15,EI_C,62,1,2,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C15,EI_C,62,1,3,D,0,1,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C15,EI_C,62,1,4,ND,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C25,EI_C,62,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
1,B18,EI_C,63,1,1,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B18,EI_C,63,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B18,EI_C,63,1,3,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B18,EI_C,63,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B18,EI_C,63,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
2,B18,EI_C,63,1,1,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B18,EI_C,63,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B18,EI_C,63,1,3,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B18,EI_C,63,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B18,EI_C,63,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B18,EI_C,63,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B18,EI_C,63,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B18,EI_C,63,1,3,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B18,EI_C,63,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B18,EI_C,63,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,B3,EI_C,63,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,B3,EI_C,63,1,2,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,B3,EI_C,63,1,3,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,B3,EI_C,63,1,4,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,B3,EI_C,63,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
5,B3,EI_C,63,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,B3,EI_C,63,1,2,D,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,B3,EI_C,63,1,3,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,B3,EI_C,63,1,4,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,B3,EI_C,63,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
6,A5,EI_C,63,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,A5,EI_C,63,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,A5,EI_C,63,1,3,D,0,0,0,0,0,0,0,0,0,0,1,0.01,1,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,A5,EI_C,63,1,4,D,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,A5,EI_C,63,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
7,A5,EI_C,63,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,A5,EI_C,63,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,A5,EI_C,63,1,3,D,0,0,0,0,1,1,1,0,0,0,1,0.01,1,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,A5,EI_C,63,1,4,D,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,A5,EI_C,63,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
8,C44,EI_C,63,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C44,EI_C,63,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C44,EI_C,63,1,3,D,0,0,0,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
